"","JOURNAL","YEAR","FIRST_NAME","MIDDLE_NAME","LAST_NAME","INST","COUNTRY","editor_id","UNIT","CITY","STATE"
"2524","AMNAT",2001,"Christine","R","Boake","University of Tennessee","USA",400,NA,NA,NA
"2525","AMNAT",2001,"William","F","Morris","Duke University","USA",3775,NA,NA,NA
"2526","AMNAT",2001,"Joan","E","Strassmann","Rice University","USA",1895,NA,NA,NA
"2527","AMNAT",2001,"Scott","D","Wilson","University of Regina","Canada",3504,NA,NA,NA
"2528","AMNAT",2002,"Bradley","R","Anholt","University of Victoria","Canada",241,NA,NA,NA
"2529","AMNAT",2002,"Edmund","D","Brodie","Indiana University","USA",940,NA,NA,NA
"2530","AMNAT",2002,"Dale","H","Clayton","University of Utah","USA",652,NA,NA,NA
"2531","AMNAT",2002,"Deborah","M","Gordon","Stanford University","USA",708,NA,NA,NA
"2532","AMNAT",2002,"Robert","D","Holt","University of Florida","USA",3095,NA,NA,NA
"2533","AMNAT",2002,"Rolf","A","Ims","University of Tromso","Norway",3103,NA,NA,NA
"2534","AMNAT",2002,"Tadeusz","J","Kawecki","University of Fribourg","Switzerland",3576,NA,NA,NA
"2535","AMNAT",2002,"Donald","B","Miles","Ohio University","USA",789,NA,NA,NA
"2536","AMNAT",2002,"Mark","E","Ritchie","Utah State University","USA",2539,NA,NA,NA
"2537","AMNAT",2002,"Robert","Craig","Sargent","University of Kentucky","USA",3932,NA,NA,NA
"2538","AMNAT",2002,"Douglas","R","Taylor","University of Virginia","USA",3873,NA,NA,NA
"2539","AMNAT",2002,"Gunter","P","Wagner","Yale University","USA",1269,NA,NA,NA
"2540","AMNAT",2002,"John","H","Willis","Duke University","USA",1958,NA,NA,NA
"2541","AMNAT",2003,"William","J","Boecklen","New Mexico State University","USA",3715,NA,NA,NA
"2542","AMNAT",2003,"Joel","S","Brown","University of Illinois","USA",3883,NA,NA,NA
"2543","AMNAT",2003,"Ann","C","Burke","Westleyan University","USA",28,NA,NA,NA
"2544","AMNAT",2003,"Sean","B","Carroll","University of Wisconsin","USA",3294,NA,NA,NA
"2545","AMNAT",2003,"Ted","J","Case","Washington University","USA",3521,NA,NA,NA
"2546","AMNAT",2003,"Jonathan","M","Chase","Washington University","USA",1507,NA,NA,NA
"2547","AMNAT",2003,"James","M","Cheverud","Washington University","USA",1509,NA,NA,NA
"2548","AMNAT",2003,"Michael","J","Donoghue","Yale University","USA",2349,NA,NA,NA
"2549","AMNAT",2003,"Douglas","H","Erwin","National Museum of Natural History","USA",681,NA,NA,NA
"2550","AMNAT",2003,"Curtis","H","Flather","U.S. Forest Service","USA",448,NA,NA,NA
"2551","AMNAT",2003,"Harry","W","Greene","Cornell University","USA",1304,NA,NA,NA
"2552","AMNAT",2003,"David","M","Hillis","University of Texas","USA",723,NA,NA,NA
"2553","AMNAT",2003,"Bette","A","Loiselle","University of Missouri","USA",310,NA,NA,NA
"2554","AMNAT",2003,"Michael","W","Nachman","University of Arizona","USA",2486,NA,NA,NA
"2555","AMNAT",2003,"Christopher","W","Petersen","College of the Atlantic","USA",552,NA,NA,NA
"2556","AMNAT",2003,"Susanne","S","Renner","University of Missouri","USA",3449,NA,NA,NA
"2557","AMNAT",2003,"Peter","D","Taylor","Queen's University","Canada",2933,NA,NA,NA
"2558","AMNAT",2003,"Alan","R","Templeton","Washington University","USA",214,NA,NA,NA
"2559","AMNAT",2003,"Franz","J","Weissing","University of Groningen","Netherlands",1142,NA,NA,NA
"2560","AMNAT",2003,"Gregory","A","Wray","Duke University","USA",1278,NA,NA,NA
"2561","AMNAT",2004,"Eldridge","S","Adams","University of Connecticut","USA",927,NA,NA,NA
"2562","AMNAT",2004,"Steven","L","Chown","University of Stellenbosch","South Africa",3299,NA,NA,NA
"2563","AMNAT",2004,"Bernard","J","Crespi","Simon Fraser University","Canada",257,NA,NA,NA
"2564","AMNAT",2004,"William","F","Fagan","University of Maryland","USA",3739,NA,NA,NA
"2565","AMNAT",2004,"James","P","Grover","University of Texas","USA",1612,NA,NA,NA
"2566","AMNAT",2004,"Stephen","B","Heard","University of New Brunswick","Canada",3356,NA,NA,NA
"2567","AMNAT",2004,"Ellen","D","Ketterson","Indiana University","USA",987,NA,NA,NA
"2568","AMNAT",2004,"Nipam","H","Patel","University of California","USA",2677,NA,NA,NA
"2569","AMNAT",2004,"Catherine","A","Pfister","University of Chicago","USA",554,NA,NA,NA
"2570","AMNAT",2015,"Charles","F","Baer","University of Florida","USA",387,NA,NA,NA
"2571","AMNAT",2015,"Daniel","I","Bolnick","University of Texas","USA",631,NA,NA,NA
"2572","AMNAT",2015,"Judith","L","Bronstein","University of Arizona","USA",1485,NA,NA,NA
"2573","AMNAT",2015,"Roger","K","Butlin","University of Sheffield","United Kingdom",3008,NA,NA,NA
"2574","AMNAT",2015,"Christina","M","Caruso","University of Guelph","Canada",418,NA,NA,NA
"2575","AMNAT",2015,"David","C","Collar","Christopher Newport University","USA",654,NA,NA,NA
"2576","AMNAT",2015,"Sean","R","Connolly","James Cook University","Australia",3305,NA,NA,NA
"2577","AMNAT",2015,"Gregory","E","Demas","Indiana University","USA",1169,NA,NA,NA
"2578","AMNAT",2015,"Kevin","J","Gaston","University of Exeter","United Kingdom",2007,NA,NA,NA
"2579","AMNAT",2015,"Charles","J","Goodnight","University of Vermont","USA",463,NA,NA,NA
"2580","AMNAT",2015,"Spencer","R","Hall","Indiana University","USA",3346,NA,NA,NA
"2581","AMNAT",2015,"Lawrence","D","Harder","University of Calgary","Canada",2165,NA,NA,NA
"2582","AMNAT",2015,"Luke","J","Harmon","University of Idaho","USA",2166,NA,NA,NA
"2583","AMNAT",2015,"Andrew","J","Kerkhoff","Kenyon College","USA",118,NA,NA,NA
"2584","AMNAT",2015,"Charlotte","T","Lee","Duke University","USA",505,NA,NA,NA
"2585","AMNAT",2015,"Mathew","A","Leibold","University of Texas","USA",2445,NA,NA,NA
"2586","AMNAT",2015,"Mark","A","McPeek","Dartmouth College","USA",2474,NA,NA,NA
"2587","AMNAT",2015,"C","Jessica","Metcalf","Princeton University","USA",529,NA,NA,NA
"2588","AMNAT",2015,"Wolf","M","Mooij","Netherlands Institute of Ecology","Netherlands",3773,NA,NA,NA
"2589","AMNAT",2015,"Scott","L","Nuismer","University of Idaho","USA",3416,NA,NA,NA
"2590","AMNAT",2015,"Stephen","R","Proulx","University of California","USA",3444,NA,NA,NA
"2591","AMNAT",2015,"David","N","Reznick","University of California","USA",839,NA,NA,NA
"2592","AMNAT",2015,"Daniel","L","Roelke","Texas A&M University","USA",846,NA,NA,NA
"2593","AMNAT",2015,"Volker","HW","Rudolf","Rice University","USA",3698,NA,NA,NA
"2594","AMNAT",2015,"Rebecca","Jo","Safran","University of Colorado","USA",3208,NA,NA,NA
"2595","AMNAT",2015,"John","J","Stachowicz","University of California","USA",1885,NA,NA,NA
"2596","AMNAT",2015,"Scott","J","Steppan","Florida State University","USA",3481,NA,NA,NA
"2597","AMNAT",2015,"G","Sander","VanDoorn","University of Groningen","Netherlands",1265,NA,NA,NA
"2598","AMNAT",2015,"Egbert","H","VanNes","Wageningen University","Netherlands",1039,NA,NA,NA
"2599","AMNAT",2015,"William","T","Wcislo","Smithsonian Tropical Research Institute","USA",3816,NA,NA,NA
"2600","AMNAT",2015,"Tony","D","Williams","Simon Fraser University","Canada",3661,NA,NA,NA
"2601","AMNAT",2015,"Alice","A","Winn","Florida State University","USA",231,NA,NA,NA
"2602","AMNAT",2015,"H","Arthur","Woods","University of Montana","USA",1381,NA,NA,NA
"2603","AJB",1985,"Gregory",NA,"Anderson","U Connecticut","USA",1146,NA,NA,NA
"2604","AJB",1985,"Jerry",NA,"Baskin","U Kentucky","USA",1454,NA,NA,NA
"2605","AJB",1985,"Robert",NA,"Essman","Ohio State","USA",3052,NA,NA,NA
"2606","AJB",1985,"Peter",NA,"Kaupman","U Michigan","USA",2846,NA,NA,NA
"2607","AJB",1985,"Ross",NA,"Koning","Rutgers U","USA",3123,NA,NA,NA
"2608","AJB",1986,"Dominick",NA,"Basile","Lehman College","USA",617,NA,NA,NA
"2609","AJB",1986,"Theodore",NA,"Delevoryas","U Texas","USA",3535,NA,NA,NA
"2610","AJB",1986,"Robert",NA,"Wyatt","U Georgia","USA",3257,NA,NA,NA
"2611","AJB",1990,"Nels","R","Lersten","Iowa State","USA",2660,NA,NA,NA
"2612","AJB",1993,"Darleen",NA,"Demason","U California Riverside","USA",665,NA,NA,NA
"2613","AJB",1994,"Grady",NA,"Webster","U California Davis","USA",1273,NA,NA,NA
"2614","AJB",1995,"David",NA,"Ackerly","Harvard","USA",605,NA,NA,NA
"2615","AJB",1995,"Deborah",NA,"Charlesworth","U Chicago","USA",648,NA,NA,NA
"2616","AJB",1995,"Todd",NA,"Cooke","U Maryland","USA",3526,NA,NA,NA
"2617","AJB",1995,"Nancy",NA,"Dengler","U Toronto","Canada",2639,NA,NA,NA
"2618","AJB",1995,"William",NA,"Dimichele","Smithsonian","USA",3733,NA,NA,NA
"2619","AJB",1995,"Michael",NA,"Donoghue","Harvard","USA",2349,NA,NA,NA
"2620","AJB",1995,"Barbara",NA,"Gartner","Oregon State","USA",278,NA,NA,NA
"2621","AJB",1995,"Linda",NA,"Graham","U Wisconsin","USA",2159,NA,NA,NA
"2622","AJB",1995,"Chris",NA,"Haufler","U Kansas","USA",478,NA,NA,NA
"2623","AJB",1995,"Carl",NA,"McDaniel","Rensselaer Poly ","USA",526,NA,NA,NA
"2624","AJB",1995,"Karl",NA,"Niklas","Cornell ","USA",2060,NA,NA,NA
"2625","AJB",1995,"Dominick",NA,"Pacillio","Cornell ","USA",811,NA,NA,NA
"2626","AJB",1995,"Gar",NA,"Rothwell","Ohio ","USA",1254,NA,NA,NA
"2627","AJB",1995,"Fred",NA,"Sack","Ohio State","USA",1125,NA,NA,NA
"2628","AJB",1995,"Wendy",NA,"Silk","U California Davis","USA",3799,NA,NA,NA
"2629","AJB",1995,"William",NA,"Stein","SUNY","USA",3807,NA,NA,NA
"2630","AJB",1995,"Sean",NA,"Thomas","Harvard","USA",3487,NA,NA,NA
"2631","AJB",1995,"Judith",NA,"Verbeke","U Arizona","USA",1927,NA,NA,NA
"2632","AJB",1996,"Russell",NA,"Chapman","Louisiana State","USA",3015,NA,NA,NA
"2633","AJB",1996,"Michele",NA,"Holbrook","Harvard","USA",2412,NA,NA,NA
"2634","AJB",1997,"Spencer",NA,"Barrett","U Toronto","Canada",3276,NA,NA,NA
"2635","AJB",1997,"Claude",NA,"DePamphilis","Vanderbilt","USA",433,NA,NA,NA
"2636","AJB",1997,"Loren",NA,"Rieseberg","Indiana U","USA",2229,NA,NA,NA
"2637","AJB",1998,"Jeff",NA,"Palmer","Indiana U","USA",1797,NA,NA,NA
"2638","AJB",2000,"David",NA,"Giannasi","U Georgia","USA",702,NA,NA,NA
"2639","AJB",2000,"Scott",NA,"Russell","U Oklahoma","USA",3457,NA,NA,NA
"2640","AJB",2000,"Barbara",NA,"Schaal","Washington U","USA",350,NA,NA,NA
"2641","AJB",2000,"Pam",NA,"Soltis","Washington State","USA",2921,NA,NA,NA
"2642","AJB",2000,"Hans-Christof",NA,"Spatz","SUNY","USA",1364,NA,NA,NA
"2643","AJB",2001,"Michael",NA,"Christianson","U California Berkeley","USA",2330,NA,NA,NA
"2644","AJB",2001,"Jennifer",NA,"Richards","Florida International U","USA",1833,NA,NA,NA
"2645","AJB",2001,"Maxine",NA,"Watson","Indiana U","USA",2600,NA,NA,NA
"2646","AJB",2002,"Elizabeth",NA,"Farnsworth","New England Wild Flower Society","USA",963,NA,NA,NA
"2647","AJB",2002,"Lawrence",NA,"Harder","U Calgary","Canada",2165,NA,NA,NA
"2648","AJB",2002,"Scott",NA,"Hodges","U California Santa Barbara","USA",3361,NA,NA,NA
"2649","AJB",2002,"Josh",NA,"Kohn","U California San Diego","USA",1675,NA,NA,NA
"2650","AJB",2002,"Randal",NA,"Linder","U Texas","USA",3137,NA,NA,NA
"2651","AJB",2002,"Michael",NA,"Sanderson","U California Davis","USA",3920,NA,NA,NA
"2652","AJB",2003,"Aaron",NA,"Ellison","Harvard Forest","USA",63,NA,NA,NA
"2653","AJB",2004,"David",NA,"Spooner","U Wisconsin","USA",874,NA,NA,NA
"2654","AJB",2005,"Winslow",NA,"Briggs","Stanford","USA",3720,NA,NA,NA
"2655","AJB",2005,"Erin",NA,"Irish","U Iowa","USA",982,NA,NA,NA
"2656","AJB",2005,"Judy",NA,"Jernsteidt","U California Davis","USA",1656,NA,NA,NA
"2657","AJB",2006,"Martha",NA,"Cook","Illinois State","USA",2335,NA,NA,NA
"2658","AJB",2006,"Christopher",NA,"Eckert","Queen's U","Canada",440,NA,NA,NA
"2659","AJB",2006,"R",NA,"Geeta","SUNY","USA",3069,NA,NA,NA
"2660","AJB",2006,"Richard",NA,"Olmstead","U Washington","USA",3179,NA,NA,NA
"2661","AJB",2006,"Bruce",NA,"Tiffney","U California Los Angeles","USA",367,NA,NA,NA
"2662","AJB",2007,"Sophia",NA,"Balcomb","Botanical Society of America","USA",3275,NA,NA,NA
"2663","AJB",2007,"Mary",NA,"Berbee","U British Colombia","Canada",2295,NA,NA,NA
"2664","AJB",2007,"Charles",NA,"Fenster","U Maryland","USA",445,NA,NA,NA
"2665","AJB",2007,"Paul",NA,"Gepts","U California Davis","USA",2812,NA,NA,NA
"2666","AJB",2007,"John",NA,"Kress","Smithsonian","USA",1684,NA,NA,NA
"2667","AJB",2007,"Hafiz",NA,"Maherali","U Guelph","USA",1334,NA,NA,NA
"2668","AJB",2007,"Heather",NA,"Reynolds","Indiana U","USA",1353,NA,NA,NA
"2669","AJB",2007,"Ann",NA,"Sakai","U California Irvine","USA",188,NA,NA,NA
"2670","AJB",2007,"Peggy",NA,"Schultz","Indiana U","USA",2913,NA,NA,NA
"2671","AJB",2007,"Doug",NA,"Soltis","U Florida","USA",871,NA,NA,NA
"2672","AJB",2007,"Peter",NA,"Stevens","Missouri Botanical Gardens","USA",2924,NA,NA,NA
"2673","AJB",2007,"Stephen",NA,"Weller","U California Irvine","USA",3499,NA,NA,NA
"2674","AJB",2007,"Jun",NA,"Wen","Smithsonian","USA",1946,NA,NA,NA
"2675","AJB",2007,"Beata",NA,"Zagorska-Marek","Wrcoclaw U","Poland",380,NA,NA,NA
"2676","AJB",2008,"Louise",NA,"Lewis","U Connecticut","USA",2195,NA,NA,NA
"2677","AJB",2008,"Michael",NA,"Loik","U California Santa Cruz","USA",2452,NA,NA,NA
"2678","AJB",2008,"Jeffrey",NA,"Osborn","College of New Jersey","USA",1792,NA,NA,NA
"2679","AJB",2008,"Tristram",NA,"Seidler","New England Wild Flower Society","USA",3637,NA,NA,NA
"2680","AJB",2008,"Mark",NA,"Simmons","Colorado State","USA",2563,NA,NA,NA
"2681","AJB",2008,"Kristina",NA,"Stinson","Harvard","USA",2097,NA,NA,NA
"2682","AJB",2009,"Edgardo",NA,"Etxeberria","Citrus Research and Education Center","USA",961,NA,NA,NA
"2683","AJB",2009,"Carol",NA,"Goodwillie","East Carolina U","USA",464,NA,NA,NA
"2684","AJB",2009,"Sean",NA,"Graham","U British Colombia","Canada",3342,NA,NA,NA
"2685","AJB",2009,"John",NA,"Kiss","Miami U","USA",1671,NA,NA,NA
"2686","AJB",2009,"Matt",NA,"Lavin","Montana State","USA",2440,NA,NA,NA
"2687","AJB",2009,"Aaron",NA,"Liston","Oregon State","USA",136,NA,NA,NA
"2688","AJB",2009,"Dan",NA,"Potter","U California Davis","USA",827,NA,NA,NA
"2689","AJB",2009,"Robert",NA,"Pratt","Cal State Bakersfield","USA",3196,NA,NA,NA
"2690","AJB",2010,"Ruben",NA,"Cuneo","Museo Paleontologico Egidio","Argentina",3029,NA,NA,NA
"2691","AJB",2010,"Francisco",NA,"Freaner","Instituto de Ecologia UNAM","Mexico",1067,NA,NA,NA
"2692","AJB",2010,"John",NA,"Freudenstein","Ohio State","USA",1581,NA,NA,NA
"2693","AJB",2010,"Donald",NA,"Les","U Connecticut","USA",759,NA,NA,NA
"2694","AJB",2010,"Jeffrey",NA,"Ross-Ibarra","U California Davis","USA",1844,NA,NA,NA
"2695","AJB",2010,"Lawren",NA,"Sack","U California Los Angeles","USA",2237,NA,NA,NA
"2696","AJB",2011,"Risa",NA,"Sargent","U Ottawa","Canada",3213,NA,NA,NA
"2697","AJB",2012,"Ted",NA,"Esslinger","North Dakota State","USA",3542,NA,NA,NA
"2698","AJB",2012,"William",NA,"Friedman","Harvard","USA",3741,NA,NA,NA
"2699","AJB",2012,"Cynthia",NA,"Jones","U Connecticut","USA",3858,NA,NA,NA
"2700","AJB",2012,"Bruce",NA,"McCune","Oregon State","USA",320,NA,NA,NA
"2701","AJB",2012,"Christina",NA,"Walters","USDA","USA",590,NA,NA,NA
"2702","AJB",2013,"Rodney",NA,"Dyer","Virginia Commonweath U","USA",3046,NA,NA,NA
"2703","AJB",2013,"Boris",NA,"Igic","U Illinois","USA",294,NA,NA,NA
"2704","AJB",2013,"Noland",NA,"Martin","Texas State","USA",3925,NA,NA,NA
"2705","AJB",2013,"Andrew",NA,"Schnabel","Indiana U","USA",191,NA,NA,NA
"2706","AJB",2013,"Joseph",NA,"Williams","U Tennessee","USA",1957,NA,NA,NA
"2707","AJB",2014,"Rebecca",NA,"Drenovsky","John Carroll U","USA",3043,NA,NA,NA
"2708","AJB",2014,"Susan",NA,"Kephart","Willamette U","USA",3379,NA,NA,NA
"2709","AJB",2014,"Karen",NA,"Koster","U South Dakota","USA",2034,NA,NA,NA
"2710","AJB",2014,"Sarah",NA,"Wyatt","Ohio u","USA",3507,NA,NA,NA
"2711","AGRONOMY",2010,"Ardeshir",NA,"Adeli","USDA","USA",1,"ARS Genetics and Precision Agriculture Research Unit","Mississippi State","Mississippi"
"2712","AGRONOMY",2009,"Allen",NA,"Barker","University of Massachusetts","USA",12,"Stockbridge School of Agriculture","Amherst","Massachusetts"
"2713","AGRONOMY",1989,"Armand",NA,"Bauer","USDA","USA",13,"ARS Northern Great Plain","Mandan","North Dakota"
"2714","AGRONOMY",1992,"Alfred",NA,"Blackmer","Iowa State University","USA",19,NA,"Ames","Iowa"
"2715","AGRONOMY",1997,"Alan",NA,"Blaylock","Agrium Advanced Technologies","USA",21,NA,"Loveland","Colorado"
"2716","AGRONOMY",2008,"Arvid",NA,"Boe","South Dakota State University","USA",22,"Plant Sciences Department","Brookings","South Dakota"
"2717","AGRONOMY",1996,"A","Douglas","Brede","Jacklin Seed Company","USA",25,NA,"Veradale","Washington"
"2718","AGRONOMY",2013,"Amitava",NA,"Chatterjee","North Dakota State University","USA",37,"Department of Soil Science","Fargo","North Dakota"
"2719","AGRONOMY",2008,"Alan",NA,"Dyer","Montana State University","USA",60,NA,"Bozeman","Montana"
"2720","AGRONOMY",1989,"Allan",NA,"Eaglesham","Cornell University","USA",61,NA,"Ithaca","New York"
"2721","AGRONOMY",2012,"Ali",NA,"Gazanchian","Khorasan Agricultural & Natural Resources Res. Ctr","Iran",82,"Agircultural & Natural Resources, Genetic & Physio","Mashhad","Razavi Khorasan"
"2722","AGRONOMY",2005,"Anatoly",NA,"Gitelson","University of Nebraska","USA",86,NA,"Lincoln","Nebraska"
"2723","AGRONOMY",2008,"Aaron",NA,"Hager","University of Illinois ","USA",92,"Crop Sciences","Urban","Illinois"
"2724","AGRONOMY",1985,"Ardell","D","Halvorson","USDA","USA",95,"ARS","Ft. Collins","Colorado"
"2725","AGRONOMY",2004,"Alexandra",NA,"Kravchenko","Michigan State University","USA",128,"Department of Crop & Soil Sciences","East Lansing","Michigan"
"2726","AGRONOMY",2008,"Alfons",NA,"Lansink","Wageningen Agricultural University","Netherlands",132,"Department of Social Science","Wageningen","Wageningen"
"2727","AGRONOMY",2008,"Anastasios",NA,"Lithourgidis","Univ. of Thessaloniki","Greece",137,"Farm of Aristotle","Thermi","Thermi"
"2728","AGRONOMY",2014,"Andrea","L","Maas","Monsanto","USA",140,NA,"Chesterfield","Missouri"
"2729","AGRONOMY",2002,"Antonio",NA,"Mallarino","Iowa State University","USA",144,"Department of Agronomy","Ames","Iowa"
"2730","AGRONOMY",2006,"Alexander",NA,"Pavlista","University of Nebraska","USA",165,"Panhandle Research and Extension Center","Scottsbluff","Nebraska"
"2731","AGRONOMY",2013,"Andrew",NA,"Price","USDA","USA",171,"ARS Nat'l Soil Dynamic Lab","Auburn","Alabama"
"2732","AGRONOMY",2008,"Ashween",NA,"Ram","South Pacific Fertilizers Ltd.","Fiji",176,NA,"Lautoka","Lautoka"
"2733","AGRONOMY",2008,"A","Lane","Rayburn","University of Illinois ","USA",179,"Department of Crop Sciences","Urban","Illinois"
"2734","AGRONOMY",2002,"Alan",NA,"Schlegel","Southwest Res. Ext. Center","USA",190,NA,"Tribune","Kansas"
"2735","AGRONOMY",1985,"Albert","A","Schneiter","North Dakota State University","USA",192,NA,"Fargo","North Dakota"
"2736","AGRONOMY",2013,"Anil",NA,"Shrestha","California State University","USA",198,NA,"Fresno","California"
"2737","AGRONOMY",2004,"Albert",NA,"Sims","Northwest Research and Outreach Center","USA",200,NA,"Crookston","Minnesota"
"2738","AGRONOMY",1985,"Albert","E","Smith","University of Georgia","USA",201,"Crop & Soil","Athens","Georgia"
"2739","AGRONOMY",2010,"Afshin",NA,"Soltani","Gorgan University of Agric. Sci.","Iran",204,NA,"Gorgan","Gorgan"
"2740","AGRONOMY",2008,"Ariel",NA,"Szogi","USDA","USA",211,"ARS Costal Plains Soil Water & Plant Re. Ctr.","Florence","South Carolina"
"2741","AGRONOMY",2008,"Adil",NA,"Wadia","The University of Akron Wayne College","USA",224,NA,"Orrville","Ohio"
"2742","AGRONOMY",2012,"Andreas",NA,"Westphal","The Ohio State University ","USA",228,NA,"Wooster","Ohio"
"2743","AGRONOMY",2014,"Alan","L","Wright","University of Florida","USA",234,NA,"Fort Pierce","Florida"
"2744","AGRONOMY",1988,"Bruce",NA,"Anderson","University of Nebraska","USA",240,"Dept of Agronomy & Horticulture","Lincoln","Nebraska"
"2745","AGRONOMY",1987,"Blaine",NA,"Blad","University of Nebraska","USA",245,"Dep. Ag. Meteorolog","Lincoln","Nebraska"
"2746","AGRONOMY",2008,"Brian",NA,"Duggan","BASF Plant Science","Australia",264,NA,"Moore Creek","New South Whales"
"2747","AGRONOMY",2004,"Bahman",NA,"Eghball","USDA","USA",265,NA,"Lincoln","Nebraska"
"2748","AGRONOMY",2008,"Barry",NA,"Glaz","USDA","USA",279,"ARS","Wellington","Florida"
"2749","AGRONOMY",2010,"Brent",NA,"Godshalk","BASF Plant Science","USA",280,NA,"Cary","North Carolina"
"2750","AGRONOMY",2001,"Brad",NA,"Joern","Purdue University","USA",297,"Dept of Agronomy","West Lafayette","Indiana"
"2751","AGRONOMY",2008,"Burton",NA,"Johnson","North Dakota State University","USA",298,"Department of Plant Sciences","Fargo","North Dakota"
"2752","AGRONOMY",1991,"Bruce",NA,"Kimball","U.S. Arid Land Agricultural Research Center","USA",302,NA,"Maricopa","Arizona"
"2753","AGRONOMY",2009,"Baoguo",NA,"Li","China Agricultural University","China",309,"Soil & Water Science","Beijing","Beijing"
"2754","AGRONOMY",2008,"Bao-Luo",NA,"Ma","Agriculture & Agri-Food Canada","Canada",313,NA,"Ottawa","Ontario"
"2755","AGRONOMY",2006,"Bisoondat",NA,"Macoon","Mississippi State Univ.","USA",314,"Brown Loam Branch Experiment Station","Raymond","Mississippi"
"2756","AGRONOMY",2008,"Biswapati",NA,"Mandal","Bidhan Chandra Krishi Viswavid","India",315,"Dept. of Agril. Chem. & Soil","Kalyani","Kalyani"
"2757","AGRONOMY",2008,"Brenda",NA,"Ortiz","Auburn University","USA",337,NA,"Auburn","Alabama"
"2758","AGRONOMY",2005,"Bok",NA,"Sowell","Montana State University","USA",362,NA,"Bozeman","Montana"
"2759","AGRONOMY",2008,"Brenda",NA,"Tubana","School of Plant Environmental & Soil Sciences","USA",370,NA,"Baton Rouge","Louisiana"
"2760","AGRONOMY",2006,"Blair",NA,"Waldron","USDA-ARS","USA",373,"Forage and Range Research Laboratory","Logan","Utah"
"2761","AGRONOMY",2009,"Christian",NA,"Baldwin","Scotts Miracle Gro","USA",388,NA,"Marysville","Ohio"
"2762","AGRONOMY",2005,"Craig",NA,"Bednarz","Bayer CropScience","USA",394,NA,"Lubbock","Texas"
"2763","AGRONOMY",1999,"Craig",NA,"Beyrouty","University of Maryland","USA",397,NA,"College Park","Maryland"
"2764","AGRONOMY",2002,"Cynthia",NA,"Cambardella","USDA","USA",415,"ARS National Lab for Agriculture and the Environment","Ames","Iowa"
"2765","AGRONOMY",2008,"Chengci",NA,"Chen","Montana State University","USA",422,"Eastern Agricultural Research Center","Sidney","Montana"
"2766","AGRONOMY",2008,"Carl",NA,"Crozier","North Carolina State University","USA",427,"Dept of Crop & Soil Sciences","Plymouth","North Carolina"
"2767","AGRONOMY",1989,"Craig",NA,"Daughtry","USDA","USA",431,"ARS Hydrology Remote Sensing","Beltsville","Maryland"
"2768","AGRONOMY",2005,"Carl",NA,"Dillon","University of Kentucky","USA",436,NA,"Lexington","Kentucky"
"2769","AGRONOMY",2006,"Chad",NA,"Godsey","Oklahoma State University","USA",461,NA,NA,NA
"2770","AGRONOMY",2009,"C","Owen","Gwathmey","University of Tennessee","USA",472,NA,"Jackson","Tennessee"
"2771","AGRONOMY",2008,"Chantal",NA,"Hamel","Agriculture & Agri-Food Canada","Canada",474,NA,"Swift Current","SK"
"2772","AGRONOMY",2001,"C","Wayne","Honeycutt","Soil Health Institute ","USA",482,NA,"Morrisville","North Carolina"
"2773","AGRONOMY",1998,"Carl",NA,"Hovermale","Mississippi State","USA",484,NA,"Poplarville","Mississippi"
"2774","AGRONOMY",1993,"Charles",NA,"Jones","Texas A&M Univ.","USA",493,NA,"College Station","Texas"
"2775","AGRONOMY",2013,"Chitranjan",NA,"Kumar","Univ of Allahabad","India",502,"Natl Acad Sci India Sheila Dhar Inst Soil Sci","Allahabad Uttar Pradesh","Allahabad Uttar Pradesh"
"2776","AGRONOMY",1999,"Charles",NA,"MacKown","USDA","USA",516,"ARS Grazingland Research Lab","El Reno","Oklahoma"
"2777","AGRONOMY",1993,"Calvin",NA,"Pearson","Colorado State University","USA",548,NA,"Spanish Fork","Utah"
"2778","AGRONOMY",2008,"Carlos",NA,"Pedreira","Univ. de Sao Paulo","Brazil",549,"Dept. Zootecnia","Piracicaba","SP"
"2779","AGRONOMY",2009,"Christel",NA,"Richter","Humboldt-Universitat zu Berlin","Germany",560,"Landwirtschaftlich-Gartnerische","Berlin","Berlin"
"2780","AGRONOMY",2010,"Carl",NA,"Rosen","University of Minnesota","USA",563,"Dept. of Soil Water and Climate","St. Paul","Minnesota"
"2781","AGRONOMY",1994,"Clarence",NA,"Swallow","Kansas State University","USA",574,NA,"Manhattan","Kansas"
"2782","AGRONOMY",2006,"Curtis",NA,"Thompson","Kansas State University","USA",578,"Agronomy Department","Manhattan","Kansas"
"2783","AGRONOMY",2004,"Christopher",NA,"Tingle","Syngenta Crop Protection Inc.","USA",580,NA,"Vero Beach","Florida"
"2784","AGRONOMY",1992,"Charley",NA,"Townsend","USDA","USA",581,NA,"Fort Collins","Colorado"
"2785","AGRONOMY",2013,"Calvin",NA,"Trostle","Texas A&M","USA",582,"AgriLife Res & Extension Center","Lubbock","Texas"
"2786","AGRONOMY",2004,"Chris",NA,"VanKessel","University of California-Davis","USA",585,"Dept. of Plant Sciences","Davis","California"
"2787","AGRONOMY",2004,"Claudia",NA,"Wagner-Riddle","University of Guelph","Canada",589,"School of Environmental Sciences","Guelph","Ontario"
"2788","AGRONOMY",1998,"Charles",NA,"Wilson","Rice Research & Extension Center","USA",597,NA,"Stuttgart","Arkansa"
